Model,Parameters,Accuracy,PrecisionRise,PrecisionFall,RecallRise,RecalFall,F1Rise,F1Fall
Custom Model, max_depth: 7 min_samples_split: 2 min_samples_leaf: 1,0.5382270168855534,0.5372471089616879,0.539599928058575,0.6133828996282528,0.4616477272727273,0.5727554070359919,0.49752357778942025
Custom Model, max_depth: 7 min_samples_split: 2 min_samples_leaf: 2,0.5405722326454033,0.5397872690527494,0.5416955997963988,0.608736059479554,0.4711174242424243,0.5720972120037651,0.5038033358390686
Custom Model, max_depth: 7 min_samples_split: 2 min_samples_leaf: 3,0.5401031894934334,0.5392386272757141,0.5412733989403785,0.6101301115241635,0.46875,0.5724692151892877,0.502363633385351
Custom Model, max_depth: 7 min_samples_split: 2 min_samples_leaf: 4,0.5337711069418387,0.5335763045516201,0.5341065934387242,0.604089219330855,0.46212121212121215,0.5666107174675171,0.49545534571099764
Custom Model, max_depth: 7 min_samples_split: 2 min_samples_leaf: 5,0.5391651031894934,0.5380146033809626,0.5409087335278906,0.6129182156133829,0.4640151515151515,0.5729066422720024,0.4993249751942865
Custom Model, max_depth: 7 min_samples_split: 3 min_samples_leaf: 1,0.5396341463414634,0.5388609679375762,0.540659972571742,0.6092007434944238,0.46875,0.5718671688813709,0.5021297751744856
Custom Model, max_depth: 7 min_samples_split: 3 min_samples_leaf: 2,0.5340056285178235,0.5333455360820325,0.5349432313525716,0.6138475836431226,0.45265151515151514,0.5707254691276649,0.49029176394405277
Custom Model, max_depth: 7 min_samples_split: 3 min_samples_leaf: 3,0.5365853658536586,0.5363753614231903,0.5368854661648126,0.6026951672862454,0.4692234848484848,0.5675886632480829,0.5007548705317464
Custom Model, max_depth: 7 min_samples_split: 3 min_samples_leaf: 4,0.5408067542213884,0.5402420856072305,0.5415696176963104,0.6050185873605947,0.47537878787878785,0.5707643392158979,0.5062698955927604
Custom Model, max_depth: 7 min_samples_split: 3 min_samples_leaf: 5,0.5436210131332082,0.5417731981868432,0.5462532547368032,0.6208178438661711,0.46496212121212127,0.5785171482726842,0.5021900626405987
Custom Model, max_depth: 7 min_samples_split: 4 min_samples_leaf: 1,0.5379924953095685,0.5376982025409157,0.5384501476069844,0.6036245353159851,0.4711174242424242,0.5686497513091858,0.5023800831293108
Custom Model, max_depth: 7 min_samples_split: 4 min_samples_leaf: 2,0.5398686679174485,0.5387851880255543,0.541393288243479,0.6133828996282529,0.46496212121212127,0.573589680337255,0.5001502637734843
Custom Model, max_depth: 7 min_samples_split: 4 min_samples_leaf: 3,0.5354127579737337,0.5351227220931373,0.5358442658778628,0.6050185873605949,0.46448863636363635,0.5678893272012697,0.49756082455277356
Custom Model, max_depth: 7 min_samples_split: 4 min_samples_leaf: 4,0.5403377110694184,0.5391092875820329,0.5420682880020153,0.6152416356877323,0.46401515151515155,0.57459980155403,0.4999092524156475
Custom Model, max_depth: 7 min_samples_split: 4 min_samples_leaf: 5,0.5412757973733584,0.5394722677437767,0.5437959600104271,0.6240706319702601,0.4569128787878788,0.5786268387441733,0.496463900378054
Custom Model, max_depth: 7 min_samples_split: 5 min_samples_leaf: 1,0.5356472795497186,0.53555862511137,0.535808679244491,0.6003717472118959,0.4696969696969697,0.5661005141820714,0.5005565376931442
Custom Model, max_depth: 7 min_samples_split: 5 min_samples_leaf: 2,0.5384615384615384,0.5380404010615847,0.5391037942722237,0.6045539033457249,0.47111742424242425,0.5692696918231955,0.5026860297933448
Custom Model, max_depth: 7 min_samples_split: 5 min_samples_leaf: 3,0.5309568480300186,0.5312292647541322,0.5306050962698252,0.6008364312267658,0.45975378787878785,0.5638770777428301,0.4926204572129399
Custom Model, max_depth: 7 min_samples_split: 5 min_samples_leaf: 4,0.5309568480300187,0.5313821920799486,0.5306032160710812,0.5952602230483272,0.4654356060606061,0.561338124624758,0.49562895614176383
Custom Model, max_depth: 7 min_samples_split: 5 min_samples_leaf: 5,0.5344746716697936,0.534541770231196,0.5344274954363308,0.6013011152416357,0.46638257575757575,0.5658807308005407,0.4979718733166081
Custom Model, max_depth: 8 min_samples_split: 2 min_samples_leaf: 1,0.5370544090056285,0.5372542824795806,0.5368051041475588,0.6013011152416357,0.47159090909090906,0.5673220579589222,0.501865528638801
Custom Model, max_depth: 8 min_samples_split: 2 min_samples_leaf: 2,0.5365853658536586,0.5369064114984827,0.5362601165912692,0.5938661710037174,0.478219696969697,0.5638599159035279,0.5054506441230481
Custom Model, max_depth: 8 min_samples_split: 2 min_samples_leaf: 3,0.5300187617260788,0.5303837592309785,0.5296031656817027,0.6003717472118959,0.45833333333333337,0.5631124869788531,0.4912437366523095
Custom Model, max_depth: 8 min_samples_split: 2 min_samples_leaf: 4,0.5333020637898687,0.5329556368391344,0.5338599800187089,0.6073420074349443,0.4578598484848485,0.5676612056292861,0.49284967682558506
Custom Model, max_depth: 8 min_samples_split: 2 min_samples_leaf: 5,0.5445590994371482,0.5429714312810995,0.5468477451638916,0.6184944237918215,0.46922348484848486,0.5781015476315605,0.5047917507536644
Custom Model, max_depth: 8 min_samples_split: 3 min_samples_leaf: 1,0.5370544090056285,0.5363333925381365,0.5380784581501448,0.6105947955390334,0.46212121212121215,0.570998523796836,0.49711867816715355
Custom Model, max_depth: 8 min_samples_split: 3 min_samples_leaf: 2,0.5314258911819887,0.5317722878296635,0.5310217170724855,0.5980483271375464,0.46354166666666663,0.5629237326023133,0.49492863836409806
Custom Model, max_depth: 8 min_samples_split: 3 min_samples_leaf: 3,0.5349437148217636,0.5348709511323322,0.5350860513026056,0.6031598513011154,0.4654356060606061,0.5668848954346759,0.4977079859915387
Custom Model, max_depth: 8 min_samples_split: 3 min_samples_leaf: 4,0.5396341463414634,0.538446517895198,0.5414290686608468,0.6138475836431226,0.4640151515151515,0.5735418934393077,0.49952755320611886
Custom Model, max_depth: 8 min_samples_split: 3 min_samples_leaf: 5,0.5391651031894935,0.538663579136314,0.5398709156263536,0.6059479553903345,0.47111742424242425,0.5702558174603166,0.5030467969020449
Custom Model, max_depth: 8 min_samples_split: 4 min_samples_leaf: 1,0.5377579737335836,0.5373548153296066,0.5383712794358646,0.6036245353159851,0.47064393939393934,0.568507323682631,0.5021485852856679
Custom Model, max_depth: 8 min_samples_split: 4 min_samples_leaf: 2,0.5466697936210131,0.5454149641062644,0.5483546505080095,0.6110594795539033,0.48106060606060613,0.5763322665987954,0.5124449589658434
Custom Model, max_depth: 8 min_samples_split: 4 min_samples_leaf: 3,0.5342401500938087,0.5336404011342605,0.5352489778876713,0.6115241635687731,0.45549242424242425,0.569718259488619,0.49181955885323064
Custom Model, max_depth: 8 min_samples_split: 4 min_samples_leaf: 4,0.5347091932457786,0.5343378235438012,0.5352331220155065,0.6092007434944238,0.4588068181818182,0.5692552390610284,0.4939806057242231
Custom Model, max_depth: 8 min_samples_split: 4 min_samples_leaf: 5,0.5384615384615384,0.5380295712736507,0.5390226052310613,0.6078066914498141,0.4678030303030303,0.5707186694421846,0.5007770875594505
Custom Model, max_depth: 8 min_samples_split: 5 min_samples_leaf: 1,0.5363508442776735,0.5363012958676168,0.5364722496682524,0.6008364312267658,0.4706439393939394,0.5666767008962625,0.5013168471061558
Custom Model, max_depth: 8 min_samples_split: 5 min_samples_leaf: 2,0.5361163227016885,0.5357795294358613,0.536613789163261,0.6064126394052045,0.4644886363636364,0.5688262813239585,0.4978181997125831
