Model,Parameters,Accuracy,PrecisionRise,PrecisionFall,PrecisionStay,RecallRise,RecalFall,RecalStay,F1Rise,F1Fall,F1Stay
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 3 min_samples_leaf: 4,0.4325592305887873,0.4207668916677471,0.4441343381028561,0.4363681230210108,0.4052321618560355,0.3115474142357109,0.5781674480856887,0.4118237443404456,0.36570764335700495,0.49696447364764007
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 3 min_samples_leaf: 5,0.4387755102040816,0.4223377211388732,0.4712714111658866,0.43706003337400623,0.4131476748203631,0.3189414283266045,0.5812066251041094,0.4168845282361432,0.3788995421822995,0.4987362315127904
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 4 min_samples_leaf: 1,0.4334975369458129,0.4226565350811145,0.4349888877030608,0.44262938851605105,0.4077653005789848,0.30474015672520915,0.5831527715793071,0.4134543746972084,0.3580092559894704,0.5024116201764385
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 4 min_samples_leaf: 2,0.4371334740792869,0.4350419554586707,0.43979651520794,0.4389504512289068,0.405807239952426,0.33090082812897503,0.5677338362890779,0.4184724723313333,0.37668780425760096,0.4947873206254729
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 4 min_samples_leaf: 3,0.4320900774102744,0.4222083602026589,0.4534454172172528,0.4304612010413496,0.41853776163523104,0.2960872143659747,0.5806116176207383,0.4196431655821372,0.3579552265260221,0.493974504210255
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 4 min_samples_leaf: 4,0.4323246539995309,0.41141508904683294,0.4623256155355639,0.4337541276608777,0.4130699637592721,0.3048038502630687,0.57736916546727,0.4117922323824785,0.36718538941445344,0.4949572909893582
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 4 min_samples_leaf: 5,0.44370161857846585,0.4306648886063536,0.4758177160326211,0.4384104080141595,0.4184414838495791,0.3246315756149056,0.5866444486758468,0.4239266712964401,0.3850516575132081,0.5015915326357302
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 5 min_samples_leaf: 1,0.43162092423176174,0.4249380552618274,0.4409023874591535,0.4323869489964866,0.3992963968204226,0.29620647162513186,0.5973340685113566,0.4113865973344502,0.35405850134382044,0.5015042500959309
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 5 min_samples_leaf: 2,0.43619516772226136,0.4230082423115491,0.461748836939194,0.4340374384919905,0.4172669533465146,0.3008427463838643,0.5872735284484583,0.4197971276073653,0.3641432556016919,0.4987757524644394
Random Forest,window_size: 0  max_depth: 7 min_samples_split: 5 min_samples_leaf: 3,0.4281022753929157,0.41835041327256,0.4566600750782093,0.4230022489795026,0.4192489227140184,0.2939679188058263,0.5706215055933905,0.4185620901674553,0.3571070251028505,0.48567938468598104
