Column1;Column2
9.9.2019 0:00;19134277.67161176
10.9.2019 0:00;23646096.88485293
11.9.2019 0:00;23454628.67063356
12.9.2019 0:00;20465956.291503455
13.9.2019 0:00;19631412.593148045
14.9.2019 0:00;20247359.111268993
15.9.2019 0:00;19155795.81214528
16.9.2019 0:00;21182526.53427172
17.9.2019 0:00;19255762.563042656
18.9.2019 0:00;22524310.1324894
19.9.2019 0:00;18858578.408283405
20.9.2019 0:00;19537973.233771864
21.9.2019 0:00;21069187.6251441
22.9.2019 0:00;20901932.986238632
23.9.2019 0:00;14397026.219113588
24.9.2019 0:00;18922721.06223509
25.9.2019 0:00;16858468.770056512
26.9.2019 0:00;17919395.56078694
27.9.2019 0:00;13545547.056835484
28.9.2019 0:00;16395185.887025777
29.9.2019 0:00;13916969.480945567
30.9.2019 0:00;13441646.51647836
1.10.2019 0:00;15349730.468855815
2.10.2019 0:00;15591732.069550421
3.10.2019 0:00;15477278.408722876
4.10.2019 0:00;15213746.318112513
5.10.2019 0:00;16168735.704817042
6.10.2019 0:00;15018867.363756306
7.10.2019 0:00;15763775.907876484
8.10.2019 0:00;16858584.09170234
9.10.2019 0:00;14641013.181893175
10.10.2019 0:00;17631804.03778351
